MX.5P_brkpt,MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
32.98,17.83,82.9,8.07,13.6,3.09,0.45,0.2,11.86,30.2,41.19,7
39.89,21.84,82.9,12.32,33.42,5.97,0.61,0.18,11.86,30.2,41.19,8
33.31,15.03,82.9,8.74,12.63,1.98,0.45,0.2,11.86,30.2,41.19,9
24.07,12.44,82.9,6.15,13.42,4.56,0.33,0.25,11.86,30.2,41.19,10
25.4,15.51,82.9,6.57,16.09,4.65,0.37,0.26,11.86,30.2,41.19,11
24.94,15.68,82.9,7.89,12.81,3.02,0.38,0.28,11.86,30.2,41.19,12
5.1,3.16,82.7,4.77,6.67,3.11,0.62,0.24,426.17,41.63,400.66,1
7.35,4.36,82.7,4.87,6.58,2.79,0.62,0.3,426.17,41.63,400.66,2
8.5,4.8,82.7,5.39,6.49,2.22,0.65,0.28,426.17,41.63,400.66,3
6.44,3.83,82.7,4.7,5.7,2.35,0.66,0.33,426.17,41.63,400.66,4
16.15,8.42,82.7,5.78,6.94,2.66,0.62,0.28,426.17,41.63,400.66,5
22.16,11.69,82.7,7.33,9.14,1.81,0.62,0.35,426.17,41.63,400.66,6
25.7,13.5,82.7,6.94,8.4,2.04,0.64,0.37,426.17,41.63,400.66,7
26.53,14.72,82.7,6.98,9.1,1.99,0.6,0.28,426.17,41.63,400.66,8
18.66,9.68,82.7,6.55,8.58,2.02,0.63,0.3,426.17,41.63,400.66,9
10.99,6.13,82.7,5.43,6.13,1.66,0.62,0.34,426.17,41.63,400.66,10
5.5,3.66,82.7,5.82,6.33,2.09,0.71,0.28,426.17,41.63,400.66,11
3.69,2.89,82.7,3.86,5.25,2.2,0.64,0.34,426.17,41.63,400.66,12
6.44,4.44,35.86,5.53,7.76,2.64,0.61,0.17,10.04,37.41,2.33,1
5.71,4.28,35.86,5.32,6.27,2.39,0.58,0.18,10.04,37.41,2.33,2
6.52,3.49,35.86,4.74,5.89,1.78,0.59,0.09,10.04,37.41,2.33,3
7.05,4,35.86,4.99,5.31,1.64,0.38,0.08,10.04,37.41,2.33,4
1.89,0.71,35.86,1.79,2.7,2.05,0.37,0.04,10.04,37.41,2.33,5
2.31,0.38,35.86,3.65,6.02,1.13,0.12,0.02,10.04,37.41,2.33,6
0.38,0.05,35.86,0.34,0.15,0.58,0.33,0.01,10.04,37.41,2.33,8
2.35,0.22,35.86,2.2,1.2,0.04,0.33,0.01,10.04,37.41,2.33,9
4.22,2.04,35.86,3.72,7.92,4.26,0.5,0.08,10.04,37.41,2.33,10
5.65,3.37,35.86,3.31,4.77,2.72,0.41,0.17,10.04,37.41,2.33,11
4.92,2.94,35.86,4.07,4.22,1.87,0.46,0.21,10.04,37.41,2.33,12
5.9,4.35,85.48,4.78,5.96,1.93,0.4,0.26,143.8,46.12,109.31,1
5.78,3.89,85.48,4.72,5.4,1.27,0.46,0.26,143.8,46.12,109.31,2
5.79,4.23,85.48,6.19,9.3,2.81,0.44,0.28,143.8,46.12,109.31,3
8.25,5.76,85.48,5.8,6.65,1.73,0.58,0.3,143.8,46.12,109.31,4
11.15,5.99,85.48,6.08,6.78,2.52,0.61,0.31,143.8,46.12,109.31,5
19.66,11.03,85.48,8.04,12.84,4.13,0.64,0.35,143.8,46.12,109.31,6
17.33,9.04,85.48,6.07,9.79,4.51,0.6,0.32,143.8,46.12,109.31,7
19.85,10.25,85.48,7.46,11.57,2.39,0.62,0.33,143.8,46.12,109.31,8
18.15,9.95,85.48,8.41,18.4,5.95,0.44,0.26,143.8,46.12,109.31,9
11.92,8.19,85.48,7.17,10.35,2.46,0.6,0.34,143.8,46.12,109.31,10
8.26,5.67,85.48,6.26,8.17,2.08,0.48,0.3,143.8,46.12,109.31,11
6.4,4.65,85.48,6.15,8.64,3.24,0.51,0.43,143.8,46.12,109.31,12
7.08,4.03,23.71,7.67,10.53,2.47,0.46,0.09,11.43,34.2,3.66,1
6.62,4.75,23.71,8.36,15.2,2.74,0.39,0.1,11.43,34.2,3.66,2
6.56,3.92,23.71,4.14,6.3,2.13,0.33,0.06,11.43,34.2,3.66,3
5.02,3,23.71,3.51,5.74,2.72,0.28,0.06,11.43,34.2,3.66,4
2.21,0.79,23.71,2.13,1.7,1.17,0.17,0.03,11.43,34.2,3.66,5
0.84,0.16,23.71,0.81,1.25,1.34,0,0.02,11.43,34.2,3.66,6
0.25,0.04,23.71,0.25,0,0,0,0.01,11.43,34.2,3.66,7
0.32,0.14,23.71,0.3,0.1,1.57,0.1,0.03,11.43,34.2,3.66,8
1.85,0.75,23.71,1.41,4.08,3.05,0.31,0.03,11.43,34.2,3.66,9
4.15,2.71,23.71,2.87,5.06,2.85,0.36,0.09,11.43,34.2,3.66,10
6.88,3.68,23.71,3.8,4.31,0.98,0.18,0.1,11.43,34.2,3.66,11
8.21,5.18,23.71,5.68,8.59,2.86,0.37,0.11,11.43,34.2,3.66,12
9,5.14,85.79,4.58,6.47,2.15,0.54,0.35,321.35,39.42,568.06,1
16.5,8.3,85.79,6.44,9.72,2.88,0.44,0.35,321.35,39.42,568.06,2
11.67,7.91,85.79,8.79,10.92,2.38,0.42,0.34,321.35,39.42,568.06,3
22.51,11.54,85.79,7.47,9.02,2.68,0.51,0.34,321.35,39.42,568.06,4
20.04,10.92,85.79,6.87,8.4,1.51,0.55,0.33,321.35,39.42,568.06,5
34.77,16.38,85.79,8.82,11.93,2.88,0.48,0.33,321.35,39.42,568.06,6
32.46,18.29,85.79,8.19,9.17,1.73,0.44,0.31,321.35,39.42,568.06,7
30.4,14.2,85.79,7.67,9.7,2.41,0.44,0.25,321.35,39.42,568.06,8
20.84,11.26,85.79,6.14,8.29,1.95,0.62,0.23,321.35,39.42,568.06,9
18.06,10.84,85.79,7.83,11.46,2.98,0.49,0.28,321.35,39.42,568.06,10
11.81,8.73,85.79,6.59,9.53,3.1,0.51,0.23,321.35,39.42,568.06,11
10.55,6.55,85.79,6.54,8.97,2.5,0.58,0.31,321.35,39.42,568.06,12
4.88,2.9,57.01,2.99,4.03,2.32,0.47,0.25,240.23,42.88,836.76,1
6.68,3.22,57.01,2.87,4.93,3.72,0.33,0.29,240.23,42.88,836.76,2
5.82,3.79,57.01,4.68,5.94,2.13,0.41,0.2,240.23,42.88,836.76,3
15.37,8.16,57.01,5.97,7.33,2.06,0.43,0.26,240.23,42.88,836.76,4
20.7,11.78,57.01,7.73,11.93,4.31,0.44,0.23,240.23,42.88,836.76,5
24.48,14.84,57.01,7.08,11.56,3.06,0.42,0.21,240.23,42.88,836.76,6
22.87,12.46,57.01,6.21,8.7,2.79,0.33,0.19,240.23,42.88,836.76,7
25.38,13.67,57.01,6.64,9.99,2.75,0.43,0.22,240.23,42.88,836.76,8
18.45,9.21,57.01,5.12,6.6,2.22,0.43,0.21,240.23,42.88,836.76,9
18.83,9.7,57.01,7.96,12.16,2.61,0.45,0.26,240.23,42.88,836.76,10
9.32,5.77,57.01,5.43,8.22,3.45,0.48,0.24,240.23,42.88,836.76,11
3.89,2.63,57.01,2.68,3.72,2.48,0.45,0.34,240.23,42.88,836.76,12
3.12,1.99,76.07,2.84,3.77,2.32,0.31,0.1,11.89,39.01,1026.03,1
9.73,4.93,76.07,5.93,7.77,1.84,0.35,0.17,11.89,39.01,1026.03,2
14.27,7.77,76.07,5.99,8.93,2.96,0.47,0.22,11.89,39.01,1026.03,3
24.97,12.95,76.07,8.96,9.62,1.92,0.52,0.29,11.89,39.01,1026.03,4
36.5,19.34,76.07,8.6,11.72,2.18,0.55,0.31,11.89,39.01,1026.03,5
39.2,19.03,76.07,9.2,12.03,1.87,0.43,0.25,11.89,39.01,1026.03,6
35.67,18.19,76.07,8.07,11.4,1.71,0.55,0.23,11.89,39.01,1026.03,7
34.09,16.38,76.07,7.65,11.97,2.99,0.35,0.26,11.89,39.01,1026.03,8
31.46,15.82,76.07,9.45,13.7,2.03,0.44,0.29,11.89,39.01,1026.03,9
19.41,10.72,76.07,7.93,10.87,2.4,0.46,0.2,11.89,39.01,1026.03,10
9.22,5.64,76.07,5.95,8.6,1.95,0.45,0.14,11.89,39.01,1026.03,11
9.09,6.09,76.07,5.63,9.25,2.67,0.34,0.18,11.89,39.01,1026.03,12
17.08,10.06,96.95,8.14,11.34,2.09,0.45,0.21,76.94,35.83,618.22,1
19.08,10.9,96.95,9.28,14.15,2.28,0.44,0.21,76.94,35.83,618.22,2
27.71,14.65,96.95,10.26,14.54,2.62,0.55,0.26,76.94,35.83,618.22,3
33.86,17.23,96.95,12.02,14.8,1.53,0.4,0.29,76.94,35.83,618.22,4
40.88,22.35,96.95,11.99,16.75,2.19,0.51,0.29,76.94,35.83,618.22,5
30.08,13.96,96.95,7.74,11.29,2.09,0.43,0.16,76.94,35.83,618.22,6
38.99,18.94,96.95,8.56,13.24,2.47,0.42,0.23,76.94,35.83,618.22,7
31.86,18.64,96.95,8.98,12.04,1.95,0.54,0.17,76.94,35.83,618.22,8
32.24,18.94,96.95,8.18,12.9,2.35,0.41,0.2,76.94,35.83,618.22,9
18.6,12.06,96.95,8.62,12.49,3.07,0.51,0.22,76.94,35.83,618.22,10
14.6,9.33,96.95,10.31,17.29,2.87,0.53,0.22,76.94,35.83,618.22,11
16.43,11.03,96.95,12.26,21.17,4.5,0.49,0.22,76.94,35.83,618.22,12
20.7,14.04,87.82,9.96,17.62,4.22,0.48,0.24,87.06,31.24,160.93,1
24.3,13.7,87.82,7.77,11.88,2.42,0.44,0.21,87.06,31.24,160.93,2
19.4,9.4,87.82,9.16,12.59,2.32,0.48,0.18,87.06,31.24,160.93,3
42.02,21.84,87.82,10.45,15.66,1.94,0.39,0.22,87.06,31.24,160.93,4
38.53,20.15,87.82,12.08,18.31,2.55,0.52,0.22,87.06,31.24,160.93,5
42.4,22.46,87.82,10.45,17.18,2.98,0.53,0.19,87.06,31.24,160.93,6
41.91,21.2,87.82,10.05,14.24,2.02,0.54,0.15,87.06,31.24,160.93,7
32.65,15.51,87.82,11.84,16.44,2.26,0.57,0.15,87.06,31.24,160.93,8
29.34,12.4,87.82,7.31,13.09,3.49,0.53,0.16,87.06,31.24,160.93,9
43.69,23.67,87.82,11.99,23.46,3.03,0.45,0.16,87.06,31.24,160.93,10
22.11,12.13,87.82,9.05,13.66,1.98,0.49,0.18,87.06,31.24,160.93,11
27.66,15.67,87.82,7.23,12.73,3.88,0.49,0.25,87.06,31.24,160.93,12
9.84,6.12,80.46,6.7,8.85,2.18,0.39,0.26,74.36,41.74,41.58,1
8.27,5.63,80.46,7.4,10.27,2.92,0.5,0.27,74.36,41.74,41.58,2
8.76,6.4,80.46,8.38,12.9,2.8,0.41,0.27,74.36,41.74,41.58,3
12.17,7.59,80.46,8.82,11.69,1.81,0.51,0.24,74.36,41.74,41.58,4
13.51,8.29,80.46,4.99,6.31,2.33,0.6,0.31,74.36,41.74,41.58,5
19.09,10.53,80.46,5.56,8,2.07,0.55,0.32,74.36,41.74,41.58,6
24.24,12.01,80.46,6.9,9.29,2.39,0.57,0.29,74.36,41.74,41.58,7
22.66,13.06,80.46,6.59,14.81,4.33,0.43,0.37,74.36,41.74,41.58,8
22.77,14.42,80.46,8,13.05,2.87,0.53,0.29,74.36,41.74,41.58,9
21.28,11.99,80.46,7,9.81,2.26,0.46,0.32,74.36,41.74,41.58,10
10.35,6.67,80.46,7.55,8.07,1.27,0.43,0.22,74.36,41.74,41.58,11
11.58,7.75,80.46,7.78,11.28,4.74,0.46,0.3,74.36,41.74,41.58,12
3.67,2.44,80.55,2.74,4.13,2.53,0.33,0.1,226.28,39.12,1037.72,1
6.7,3.57,80.55,4.76,7.14,2.36,0.23,0.16,226.28,39.12,1037.72,2
13.91,7.75,80.55,6.26,8.2,2.1,0.46,0.19,226.28,39.12,1037.72,3
22.16,11.55,80.55,8.97,10.25,1.89,0.51,0.25,226.28,39.12,1037.72,4
33.33,18.72,80.55,9.53,13.04,2.15,0.55,0.23,226.28,39.12,1037.72,5
37.85,18.48,80.55,12.01,12.74,1.13,0.41,0.24,226.28,39.12,1037.72,6
37.41,22.05,80.55,10.93,16.29,2.04,0.41,0.21,226.28,39.12,1037.72,7
42.35,23.92,80.55,11.59,16.35,2.14,0.45,0.22,226.28,39.12,1037.72,8
27.98,16.02,80.55,9.01,13.81,2.49,0.49,0.24,226.28,39.12,1037.72,9
19.54,10.8,80.55,8.31,12.65,2.56,0.45,0.23,226.28,39.12,1037.72,10
8.83,5.54,80.55,7.32,10.02,1.67,0.43,0.1,226.28,39.12,1037.72,11
7.4,4.72,80.55,4.68,7.3,3.02,0.32,0.16,226.28,39.12,1037.72,12
7.63,5.14,58.81,8.08,9.83,2.34,0.6,0.17,18.89,39.1,113.49,1
11.91,6.89,58.81,8.35,9.27,1.73,0.63,0.16,18.89,39.1,113.49,2
9.91,6.96,58.81,8,10.45,2.34,0.59,0.15,18.89,39.1,113.49,3
7.84,4.89,58.81,5.77,6.77,1.85,0.4,0.15,18.89,39.1,113.49,4
2.89,1.84,58.81,3.59,4.64,1.84,0.53,0.06,18.89,39.1,113.49,5
4.21,1.28,58.81,6.08,7.69,1.67,0.29,0.03,18.89,39.1,113.49,6
25.65,3.81,58.81,0.51,0.36,0,0,0.01,18.89,39.1,113.49,7
3.75,1.46,58.81,3.97,5.82,1.61,0.36,0.02,18.89,39.1,113.49,9
6.93,4.21,58.81,5.5,7.98,2.67,0.38,0.12,18.89,39.1,113.49,10
8.31,5.5,58.81,6.08,7.95,2.33,0.46,0.18,18.89,39.1,113.49,11
9.5,6.05,58.81,8.15,10.72,2.85,0.57,0.18,18.89,39.1,113.49,12
3.68,1.22,10.87,2.88,4.3,2.36,0.22,0.04,1298.19,36.93,630.95,1
3.86,1.67,10.87,2.5,2.23,1.63,0.33,0.06,1298.19,36.93,630.95,2
4.23,1.71,10.87,3.81,4.44,1.91,0.31,0.04,1298.19,36.93,630.95,3
1.88,0.58,10.87,1.8,1.59,0.88,0.29,0.03,1298.19,36.93,630.95,4
9.51,2.78,10.87,5.91,13.11,3.05,0.29,0.03,1298.19,36.93,630.95,5
8.78,4.37,10.87,3.24,3.85,1.45,0.38,0.11,1298.19,36.93,630.95,7
7.28,2.93,10.87,3.8,5.35,2.06,0.47,0.1,1298.19,36.93,630.95,8
9.54,3.23,10.87,3.96,5.66,2.27,0.3,0.05,1298.19,36.93,630.95,9
7.57,2.74,10.87,3.93,6.31,2.47,0.5,0.04,1298.19,36.93,630.95,10
2.22,0.67,10.87,2.97,5.19,2.65,0.17,0.04,1298.19,36.93,630.95,11
3.33,1.86,10.87,3.22,3.23,1.68,0.39,0.08,1298.19,36.93,630.95,12
4.52,2.98,89.85,3.58,6.02,3.79,0.29,0.1,304.57,38.96,1020.27,1
11.37,7.46,89.85,5.99,8.6,2.13,0.35,0.16,304.57,38.96,1020.27,2
13.71,7.72,89.85,6.48,8.13,2.34,0.4,0.22,304.57,38.96,1020.27,3
25.5,13.2,89.85,9.81,10.99,1.9,0.54,0.3,304.57,38.96,1020.27,4
31.36,17.98,89.85,9.73,14.14,2.52,0.56,0.3,304.57,38.96,1020.27,5
33.52,17.68,89.85,11.22,12.21,1.42,0.49,0.27,304.57,38.96,1020.27,6
38.93,21.96,89.85,10.67,17.17,3.4,0.43,0.23,304.57,38.96,1020.27,7
35.46,20.73,89.85,11.26,15.78,3,0.47,0.26,304.57,38.96,1020.27,8
24.95,14.41,89.85,8.36,13.39,4.31,0.53,0.23,304.57,38.96,1020.27,9
20.25,11.43,89.85,8.95,12.92,1.89,0.46,0.21,304.57,38.96,1020.27,10
9.18,5.62,89.85,7.88,12.68,2.2,0.44,0.14,304.57,38.96,1020.27,11
8.54,5.19,89.85,5.5,7.34,2.8,0.37,0.16,304.57,38.96,1020.27,12
4.58,2.59,11.72,3.56,4.68,1.67,0.55,0.08,764.83,34.63,78.02,1
4.34,3.13,11.72,4.55,7.17,2.3,0.32,0.09,764.83,34.63,78.02,2
7.28,4,11.72,4.67,5.82,1.8,0.14,0.05,764.83,34.63,78.02,3
2.1,0.85,11.72,2.7,4.55,1.95,0.12,0.02,764.83,34.63,78.02,4
10.57,2.04,11.72,6.3,10.07,1.28,0,0.02,764.83,34.63,78.02,5
6.93,1.63,11.72,3,4.84,2.12,0.27,0.02,764.83,34.63,78.02,7
0.53,0.08,11.72,0.76,0.44,-0.58,0,0.01,764.83,34.63,78.02,8
10.81,2.36,11.72,6.86,8.1,1.03,0,0.02,764.83,34.63,78.02,9
3.46,0.83,11.72,4.89,7.26,1.55,0.12,0.02,764.83,34.63,78.02,10
5.52,3.15,11.72,5.01,7.39,1.86,0.22,0.07,764.83,34.63,78.02,11
4.87,2.6,11.72,5.87,8.83,1.67,0.44,0.06,764.83,34.63,78.02,12
1.94,1.28,37.26,2.2,3.35,4.35,0.42,0.17,581.56,48.17,1236.53,1
2.05,1.51,37.26,1.6,2.03,2.99,0.4,0.17,581.56,48.17,1236.53,2
2.9,1.75,37.26,2.02,4.13,4.67,0.31,0.17,581.56,48.17,1236.53,3
5.3,3.18,37.26,3.13,4.31,2.7,0.48,0.2,581.56,48.17,1236.53,4
10.63,6.71,37.26,6.37,7.81,2.18,0.46,0.22,581.56,48.17,1236.53,5
15.7,9.29,37.26,5.53,9.35,4.27,0.4,0.31,581.56,48.17,1236.53,6
22.64,12.96,37.26,5.55,7.59,2.52,0.36,0.23,581.56,48.17,1236.53,7
11.02,5.97,37.26,3.56,4.86,3.17,0.4,0.23,581.56,48.17,1236.53,8
7.89,5.25,37.26,3.34,5.18,2.75,0.43,0.17,581.56,48.17,1236.53,9
8.7,4.84,37.26,3.83,5.96,2.84,0.37,0.16,581.56,48.17,1236.53,10
2.88,2.14,37.26,2.25,4.63,5.35,0.35,0.14,581.56,48.17,1236.53,11
1.62,2.44,37.26,1.93,3.1,4.15,0.44,0.18,581.56,48.17,1236.53,12
4.95,3.24,101.44,3.12,4.12,2.04,0.38,0.13,12.38,40.63,1207.87,1
7.32,4.19,101.44,4.41,5.47,1.81,0.35,0.22,12.38,40.63,1207.87,2
19.67,11.61,101.44,6.42,8.72,2.51,0.39,0.23,12.38,40.63,1207.87,3
19.98,11.4,101.44,9.53,12.71,2.33,0.5,0.33,12.38,40.63,1207.87,4
35.38,18.45,101.44,10.44,14.64,2.49,0.52,0.31,12.38,40.63,1207.87,5
52.19,25.45,101.44,10.73,19.35,5.21,0.51,0.33,12.38,40.63,1207.87,6
35.5,20.35,101.44,10.03,18.23,5.04,0.52,0.28,12.38,40.63,1207.87,7
37.47,21.62,101.44,10.75,17.59,3.28,0.58,0.32,12.38,40.63,1207.87,8
32.51,18.91,101.44,9.53,19.31,3.96,0.54,0.22,12.38,40.63,1207.87,9
16.11,9.43,101.44,8.26,10.89,1.98,0.46,0.2,12.38,40.63,1207.87,10
8.27,4.76,101.44,6.74,8.94,1.87,0.5,0.16,12.38,40.63,1207.87,11
8.79,5.05,101.44,5.64,9.03,2.61,0.4,0.23,12.38,40.63,1207.87,12
26.85,15.52,93.26,9.37,17.45,3.06,0.43,0.24,8.18,29.11,23.31,1
19.05,11.14,93.26,5.55,9.26,1.94,0.4,0.22,8.18,29.11,23.31,2
31.7,18.54,93.26,8.51,16.02,2.97,0.41,0.22,8.18,29.11,23.31,3
40.21,19.86,93.26,8.18,15.95,2.67,0.37,0.27,8.18,29.11,23.31,4
37.19,25,93.26,12.05,23.44,3.56,0.47,0.18,8.18,29.11,23.31,5
26.32,13.53,93.26,7.96,10.35,1.46,0.51,0.22,8.18,29.11,23.31,6
45.51,24.73,93.26,9.33,15.17,2.49,0.55,0.34,8.18,29.11,23.31,7
43.56,22.37,93.26,11.83,20.27,3.11,0.57,0.28,8.18,29.11,23.31,8
36.14,19.19,93.26,7.77,13.35,2.35,0.61,0.28,8.18,29.11,23.31,9
32.46,17.38,93.26,8.36,15.98,3.19,0.35,0.28,8.18,29.11,23.31,10
21.16,12.22,93.26,5.77,11.39,3.41,0.5,0.28,8.18,29.11,23.31,11
23.61,12.12,93.26,6.66,10.72,2.63,0.49,0.25,8.18,29.11,23.31,12
3.45,2.4,80.59,2.65,3.76,2.47,0.46,0.18,218.24,43.21,1161.59,1
4.89,2.96,80.59,2.88,3.65,2.3,0.34,0.19,218.24,43.21,1161.59,2
10.94,6.27,80.59,5.8,6.88,1.94,0.39,0.24,218.24,43.21,1161.59,3
20.57,12.35,80.59,8.59,15.13,5.25,0.58,0.31,218.24,43.21,1161.59,4
20.21,11.86,80.59,6.18,7.58,1.89,0.5,0.3,218.24,43.21,1161.59,5
38.63,21.54,80.59,11,18.03,3.24,0.61,0.24,218.24,43.21,1161.59,6
39.58,20.43,80.59,7.67,12.36,2.36,0.48,0.28,218.24,43.21,1161.59,7
38.12,18.95,80.59,7.11,13.68,3.45,0.54,0.38,218.24,43.21,1161.59,8
23.83,14.46,80.59,5.45,9.53,2.71,0.47,0.4,218.24,43.21,1161.59,9
11.35,6.98,80.59,5.33,8.38,3.61,0.48,0.23,218.24,43.21,1161.59,10
6.02,4.12,80.59,5.21,7.54,1.97,0.46,0.18,218.24,43.21,1161.59,11
5,3.33,80.59,4.09,5.67,2.63,0.39,0.25,218.24,43.21,1161.59,12
8.24,4.98,87.79,6.21,7.87,1.62,0.44,0.23,166.12,38.23,723.1,1
12.9,7.75,87.79,6.74,8.71,2.09,0.38,0.25,166.12,38.23,723.1,2
17.87,10.11,87.79,8.83,12.52,2.21,0.42,0.27,166.12,38.23,723.1,3
29.76,15.05,87.79,10.52,14.2,2.62,0.55,0.26,166.12,38.23,723.1,4
32.37,18.97,87.79,9.23,12.79,3.07,0.55,0.25,166.12,38.23,723.1,5
39.86,22.21,87.79,9.87,12.36,1.99,0.42,0.26,166.12,38.23,723.1,6
41.11,22.8,87.79,9.5,12.34,1.73,0.5,0.24,166.12,38.23,723.1,7
42.87,20.37,87.79,9.35,11.99,1.51,0.39,0.17,166.12,38.23,723.1,8
33.59,19.78,87.79,10.51,14.02,2.54,0.49,0.14,166.12,38.23,723.1,9
18.62,9.66,87.79,11.75,18.67,3.2,0.47,0.16,166.12,38.23,723.1,10
13.47,8.85,87.79,7.73,9.37,1.91,0.39,0.19,166.12,38.23,723.1,11
16.28,10.31,87.79,10.33,12.23,1.84,0.5,0.21,166.12,38.23,723.1,12
2.02,1.52,76.6,1.86,2.03,1.62,0.35,0.13,362.3,43.15,1327.01,1
5.95,3.5,76.6,3.35,5.15,2.21,0.38,0.16,362.3,43.15,1327.01,2
13.09,8.35,76.6,5.4,7.36,2,0.4,0.22,362.3,43.15,1327.01,3
16.54,8.93,76.6,8.47,9.13,1.27,0.57,0.29,362.3,43.15,1327.01,4
26.42,13.14,76.6,7.53,9.84,2.5,0.53,0.34,362.3,43.15,1327.01,5
34.58,18.96,76.6,8.44,14.27,5.49,0.5,0.28,362.3,43.15,1327.01,6
36.33,18.2,76.6,7.6,12.01,4.6,0.51,0.33,362.3,43.15,1327.01,7
30.51,15.79,76.6,6.42,9.66,2.18,0.48,0.31,362.3,43.15,1327.01,8
24.4,14.47,76.6,7.32,10.69,2.72,0.48,0.26,362.3,43.15,1327.01,9
13.35,7.41,76.6,7.2,9.2,1.74,0.48,0.2,362.3,43.15,1327.01,10
6.1,3.65,76.6,4.23,8.19,4.3,0.46,0.15,362.3,43.15,1327.01,11
4.38,4.49,76.6,3.87,5.74,2.61,0.38,0.2,362.3,43.15,1327.01,12
5.15,2.73,65.36,5.75,7.84,2.4,0.53,0.08,1192.63,31.42,212.54,1
3.52,2.09,65.36,3.33,3.53,2.03,0.3,0.07,1192.63,31.42,212.54,2
4.68,2.34,65.36,4.78,6.63,2.56,0.42,0.04,1192.63,31.42,212.54,3
3.08,1.35,65.36,3.23,3.48,1.15,0.18,0.04,1192.63,31.42,212.54,4
3.88,1.16,65.36,3.91,3.4,0.44,0.12,0.02,1192.63,31.42,212.54,5
11.87,4.85,65.36,3.56,4.74,2.77,0.5,0.08,1192.63,31.42,212.54,6
41.11,22.1,65.36,7.17,8.72,2.38,0.6,0.39,1192.63,31.42,212.54,7
37.85,19.52,65.36,6.13,8.93,2.7,0.54,0.34,1192.63,31.42,212.54,8
20.66,10.7,65.36,7.27,11.07,2.51,0.51,0.15,1192.63,31.42,212.54,9
9.78,4.27,65.36,4.64,5.9,2.02,0.43,0.05,1192.63,31.42,212.54,10
4.51,1.19,65.36,2.87,4.98,3.93,0.28,0.06,1192.63,31.42,212.54,11
4.56,3.63,65.36,5.31,6.9,1.9,0.36,0.11,1192.63,31.42,212.54,12
10.1,5.8,79.13,5.51,7.64,2.06,0.42,0.2,181.72,40.41,849.58,1
12.34,6.82,79.13,4.85,7.28,2.3,0.39,0.23,181.72,40.41,849.58,2
10.62,7.07,79.13,5.67,6.49,2,0.45,0.26,181.72,40.41,849.58,3
18.52,10.05,79.13,9.34,11.09,1.95,0.45,0.29,181.72,40.41,849.58,4
27.07,13.83,79.13,7.63,10.4,2.2,0.55,0.28,181.72,40.41,849.58,5
33.22,17.91,79.13,9.93,12.92,2.67,0.53,0.3,181.72,40.41,849.58,6
38.28,19.31,79.13,8.15,10.82,2.17,0.51,0.25,181.72,40.41,849.58,7
32.44,15.19,79.13,7.22,10.19,2.53,0.51,0.26,181.72,40.41,849.58,8
23.57,11.89,79.13,7.24,10.39,2.43,0.47,0.21,181.72,40.41,849.58,9
18.07,10.37,79.13,7.58,10.9,2.58,0.51,0.21,181.72,40.41,849.58,10
16.4,8.47,79.13,8.55,11.15,1.92,0.47,0.2,181.72,40.41,849.58,11
7.98,5.52,79.13,5.72,7.93,2.95,0.54,0.25,181.72,40.41,849.58,12
29.14,16.91,102.26,9.77,13.51,2.09,0.44,0.25,32.72,30.84,67.18,1
37.09,20.19,102.26,14.77,21.36,2.6,0.33,0.27,32.72,30.84,67.18,2
29.33,15.58,102.26,11.8,17.69,2.96,0.44,0.2,32.72,30.84,67.18,3
32.41,17.83,102.26,13.93,22.61,2.63,0.43,0.17,32.72,30.84,67.18,4
29.99,16.92,102.26,10.7,16.1,2.41,0.49,0.13,32.72,30.84,67.18,5
45.93,23.3,102.26,9.24,12.29,2.13,0.5,0.28,32.72,30.84,67.18,6
35.89,17.28,102.26,8.36,10.57,2.35,0.55,0.31,32.72,30.84,67.18,7
40.14,19.79,102.26,11.03,18.69,3.43,0.61,0.25,32.72,30.84,67.18,8
26.03,16.37,102.26,6.96,12.68,2.94,0.56,0.22,32.72,30.84,67.18,9
23.95,12.51,102.26,6.47,13.83,3.54,0.48,0.16,32.72,30.84,67.18,10
32.61,16.88,102.26,9.89,15.35,2.33,0.41,0.17,32.72,30.84,67.18,11
32.22,19.39,102.26,12.3,19.48,2.7,0.52,0.25,32.72,30.84,67.18,12
21.29,12.27,97.41,9.86,13.18,3.07,0.46,0.21,85.04,33.64,422.74,1
19.44,10.61,97.41,8.05,9.21,1.54,0.4,0.23,85.04,33.64,422.74,2
27.26,15.8,97.41,10.6,14.62,4.12,0.51,0.25,85.04,33.64,422.74,3
44.43,22.7,97.41,12.21,14.8,1.51,0.47,0.29,85.04,33.64,422.74,4
32.81,16.83,97.41,9.79,12.12,1.89,0.53,0.25,85.04,33.64,422.74,5
40.56,21.19,97.41,11.13,18.39,3.01,0.36,0.16,85.04,33.64,422.74,6
32.44,19.35,97.41,9.33,14.87,2.48,0.46,0.21,85.04,33.64,422.74,7
36.39,21.19,97.41,10.9,15.82,1.84,0.5,0.2,85.04,33.64,422.74,8
27.22,15.26,97.41,9.04,17.28,3.24,0.55,0.16,85.04,33.64,422.74,9
26.4,15.09,97.41,10.41,20.28,3.91,0.5,0.23,85.04,33.64,422.74,10
21.45,12.45,97.41,8.52,11.07,1.7,0.42,0.2,85.04,33.64,422.74,11
